#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AF104F
#Date Time: 2020-09-14 13:32:03.453
#Sample rate: 1654.94Hz
#Samples: 8000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -1.5 V Attenuation: 1 X
#Channel 2: Range: 500 mV/div Offset: -1.5 V Attenuation: 1 X
#Wavegen Channel 1: Disabled
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 2 V
#Negative Supply: ON
#Voltage: -1 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.9462555000000001,1.997931015301136,-0.004856660654641187
-0.9456512500000001,1.997931015301136,-0.00621168071963174
-0.945047,1.997931015301136,-0.007227945768374822
-0.9444427500000001,1.997931015301136,-0.006550435735879434
-0.9438385,1.997931015301136,-0.008244210817117681
-0.9432342499999999,1.997931015301136,-0.007566700784622515
-0.9426300000000001,1.997598574670392,-0.008921720849613068
-0.94202575,1.997931015301136,-0.008244210817117681
-0.9414215000000001,1.997931015301136,-0.007566700784622515
-0.94081725,1.997931015301136,-0.005534170687136575
-0.940213,1.997931015301136,-0.004517905638393493
-0.9396087500000001,1.997931015301136,-0.003501640589650634
-0.9390045,1.997931015301136,-0.00316288557340294
-0.9384002499999999,1.997931015301136,-0.0001140904271741405
-0.9377960000000001,1.997931015301136,0.000563419605321247
-0.93719175,1.997931015301136,0.0019184396703118
-0.9365875000000001,1.997931015301136,0.002257194686559494
-0.93598325,1.997931015301136,0.002934704719054881
-0.935379,1.997931015301136,0.003612214751550269
-0.9347747500000001,1.997931015301136,0.002934704719054881
-0.9341705,1.997931015301136,0.004967234816540822
-0.9335662500000002,1.997931015301136,0.003273459735302575
-0.9329620000000001,1.997931015301136,0.002595949702807188
-0.93235775,1.997931015301136,0.0009021746215689408
-0.9317535000000001,1.997931015301136,-0.0004528454434216123
-0.93114925,1.997931015301136,-0.001469110492164694
-0.930545,1.997931015301136,-0.001807865508412387
-0.9299407500000001,1.997931015301136,-0.004856660654641187
-0.9293365,1.997598574670392,-0.005534170687136575
-0.9287322500000001,1.997931015301136,-0.006889190752127128
-0.9281280000000001,1.997931015301136,-0.006889190752127128
-0.92752375,1.997931015301136,-0.007905455800870209
-0.9269195000000001,1.997931015301136,-0.007905455800870209
-0.92631525,1.997931015301136,-0.007905455800870209
-0.925711,1.997931015301136,-0.009599230882108456
-0.9251067500000001,1.997931015301136,-0.007905455800870209
-0.9245025,1.997931015301136,-0.006889190752127128
-0.9238982500000001,1.997931015301136,-0.005534170687136575
-0.9232940000000001,1.997931015301136,-0.0041791506221458
-0.92268975,1.997931015301136,-0.00316288557340294
-0.9220855000000001,1.997931015301136,-0.002824130557155247
-0.92148125,1.997931015301136,0.0009021746215689408
-0.9208769999999999,1.997931015301136,0.000563419605321247
-0.9202727500000001,1.997931015301136,0.002934704719054881
-0.9196685,1.997931015301136,0.0019184396703118
-0.9190642500000001,1.997931015301136,0.002934704719054881
-0.9184600000000001,1.997931015301136,0.003612214751550269
-0.91785575,1.997931015301136,0.003950969767797741
-0.9172515000000001,1.997931015301136,0.004289724784045434
-0.91664725,1.997931015301136,0.002934704719054881
-0.9160429999999999,1.997931015301136,0.0019184396703118
-0.9154387500000001,1.99826345593188,0.0002246645890735532
-0.9148345,1.997931015301136,-0.001130355475917
-0.9142302500000001,1.997931015301136,-0.001469110492164694
-0.913626,1.99826345593188,-0.00316288557340294
